note-on-p-0.03,note-on-r-0.03,note-on-f-0.03,note-on-off-p-0.03,note-on-off-r-0.03,note-on-off-f-0.03,note-on-p-0.02,note-on-r-0.02,note-on-f-0.02,note-on-off-p-0.02,note-on-off-r-0.02,note-on-off-f-0.02,note-on-p-0.01,note-on-r-0.01,note-on-f-0.01,note-on-off-p-0.01,note-on-off-r-0.01,note-on-off-f-0.01,file
0.3927573358174197,0.40467906418716254,0.3986290846776576,0.15789473684210525,0.1626874625074985,0.16025527388760857,0.37389380530973454,0.38524295140971804,0.3794835431070141,0.1537028411737308,0.15836832633473305,0.15600070909413222,0.2864462040055892,0.29514097180563886,0.29072859422088276,0.1212156497438286,0.12489502099580084,0.12302783194469066,MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3
0.09596662030598054,0.3770491803278688,0.15299334811529935,0.004867872044506259,0.01912568306010929,0.007760532150776053,0.09248956884561892,0.3633879781420765,0.14745011086474502,0.004867872044506259,0.01912568306010929,0.007760532150776053,0.0737134909596662,0.2896174863387978,0.11751662971175167,0.0034770514603616135,0.01366120218579235,0.005543237250554323,MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3
0.3347500692968678,0.46954380508035254,0.39085171799989216,0.11512519634112538,0.16148263348885433,0.13441933221856625,0.3264344451630786,0.45787973043027475,0.38114245644317385,0.11290769657211494,0.15837221358216694,0.1318301958034414,0.2812528873694909,0.39450492483151894,0.3283888019850046,0.09618405248082787,0.1349144634525661,0.11230379200604132,MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav
0.40757042253521125,0.5249433106575964,0.45887016848364715,0.23943661971830985,0.30839002267573695,0.26957383548067393,0.3996478873239437,0.5147392290249433,0.4499504459861249,0.23591549295774647,0.30385487528344673,0.26560951437066405,0.3248239436619718,0.41836734693877553,0.3657086223984143,0.19102112676056338,0.24603174603174602,0.21506442021803765,MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2
0.32043416705993394,0.610062893081761,0.4201732673267327,0.06606890042472864,0.12578616352201258,0.08663366336633661,0.31477111845210004,0.5992812219227314,0.4127475247524753,0.06465313827277018,0.12309074573225516,0.08477722772277228,0.28504011326097217,0.5426774483378257,0.37376237623762376,0.0585181689476168,0.11141060197663971,0.07673267326732673,MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1
0.1946264744429882,0.5881188118811881,0.29246676514032494,0.03211009174311927,0.09702970297029703,0.048252092565238804,0.19331585845347313,0.5841584158415841,0.29049729197439683,0.03211009174311927,0.09702970297029703,0.048252092565238804,0.16710353866317168,0.504950495049505,0.25110782865583453,0.02490170380078637,0.07524752475247524,0.03741999015263417,MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2
0.30137594318686195,0.3642703862660944,0.3298518338596065,0.13892587660896583,0.16791845493562232,0.15205246538741804,0.28806036395916557,0.34817596566523606,0.31527811513237797,0.13138038171327118,0.15879828326180256,0.14379402477532185,0.25432756324900135,0.30740343347639487,0.27835802769006557,0.11540168664003551,0.13948497854077252,0.12630556230264756,MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1
0.42013019529293943,0.6097383720930233,0.4974799881411207,0.2073109664496745,0.3008720930232558,0.24547880225318705,0.4156234351527291,0.6031976744186046,0.4921434924399644,0.2058087130696044,0.29869186046511625,0.24369997035280166,0.3540310465698548,0.5138081395348837,0.41921138452416246,0.17676514772158236,0.2565406976744186,0.20930922027868368,MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1
0.423513986013986,0.5474576271186441,0.4775751601774273,0.22945804195804195,0.2966101694915254,0.2587481517989157,0.416520979020979,0.5384180790960452,0.4696895022178412,0.22552447552447552,0.29152542372881357,0.2543124691966486,0.36013986013986016,0.4655367231638418,0.40611138491867915,0.1888111888111888,0.2440677966101695,0.2129127649088221,MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--2
0.41219723183391005,0.5502309468822171,0.4713155291790307,0.2236159169550173,0.2984988452655889,0.2556874381800198,0.40527681660899656,0.5409930715935335,0.4634025717111771,0.22015570934256054,0.2938799076212471,0.251730959446093,0.3499134948096886,0.46709006928406466,0.4000989119683482,0.18598615916955016,0.24826789838337182,0.21266073194856575,MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3
0.2996566944580677,0.5579908675799087,0.38991703892788765,0.08631682197155469,0.16073059360730593,0.11231652839821314,0.29573320255026975,0.5506849315068493,0.38481174218251435,0.0853359489946052,0.1589041095890411,0.11104020421186982,0.2545365375183914,0.473972602739726,0.3312061263560945,0.07356547327121138,0.136986301369863,0.09572431397574983,MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--5
0.40206648697214736,0.5261610817166372,0.4558186911128087,0.19137466307277629,0.25044091710758376,0.21695951107715813,0.3858939802336029,0.5049970605526161,0.4374840845429081,0.18553459119496854,0.24279835390946503,0.21033868092691624,0.3247978436657682,0.42504409171075835,0.3682200152788388,0.151392632524708,0.19811875367430923,0.1716322892793481,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1
0.41089494163424123,0.6139534883720931,0.49230769230769234,0.2140077821011673,0.31976744186046513,0.2564102564102564,0.4038910505836576,0.6034883720930233,0.4839160839160839,0.21089494163424125,0.31511627906976747,0.2526806526806527,0.35330739299610897,0.5279069767441861,0.4233100233100233,0.1867704280155642,0.27906976744186046,0.22377622377622378,MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--1
0.3111818543573418,0.6926483613817538,0.42943437671608997,0.08953442101074413,0.19929140832595216,0.12355848434925865,0.3087942697970553,0.687333923826395,0.42613948380010985,0.08913649025069638,0.19840566873339238,0.12300933552992861,0.2920811778750497,0.650132860938884,0.40307523338824824,0.08674890569040987,0.19309123117803365,0.11971444261394838,MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1
0.3595834689228767,0.6071428571428571,0.45166564479869203,0.18125610152945004,0.30604395604395607,0.22767218475372983,0.354376830458835,0.5983516483516483,0.4451256897608829,0.1776765375854214,0.3,0.22317596566523604,0.3036121054344289,0.5126373626373626,0.381361128142244,0.15522290920924178,0.2620879120879121,0.19497240956468426,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav
0.4086672117743254,0.6015888300433317,0.4867075664621677,0.21455437448896156,0.31584015406836785,0.255526341415912,0.4045789043336059,0.5955705344246509,0.48183854318823643,0.21324611610793132,0.31391429947039,0.25396825396825395,0.35568274734260014,0.5235917188252287,0.4236050248320186,0.18642681929681112,0.274434280211844,0.22202746129126497,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav
0.418199845764019,0.45862027304578956,0.43747839114901466,0.22055745290294151,0.24187507551045065,0.23072490492105568,0.4091660240167456,0.44871330192098585,0.42802812031808224,0.21659138481877271,0.23752567355321977,0.22657600553186585,0.3410818552385149,0.37404856832185573,0.3568053474703239,0.17891373801916932,0.1962063549595264,0.1871614613345626,MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--4
0.38732197710136834,0.4976677430929315,0.43561557788944727,0.15358838313320303,0.1973448152134912,0.1727386934673367,0.3778274225076794,0.48546824542518835,0.4249371859296482,0.14800335101926837,0.1901686401148188,0.16645728643216082,0.32923764311644793,0.42303552206673845,0.37028894472361806,0.12678022898631666,0.16289917473986365,0.14258793969849246,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--4
0.4130033247137052,0.3609945108169196,0.3852515506547209,0.21684521610639085,0.1895382628350016,0.20227429359062715,0.39970446989287034,0.3493703584113658,0.37284631288766373,0.208348725526413,0.18211172102034226,0.1943487250172295,0.3420760990025859,0.2989990313206329,0.31909028256374916,0.17768747691171038,0.15531159186309332,0.16574776016540319,MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--3
0.42823529411764705,0.386411889596603,0.40625,0.1465546218487395,0.13224143160448892,0.13903061224489793,0.41680672268907565,0.37609948437973917,0.3954081632653061,0.14151260504201682,0.12769184106763726,0.13424744897959182,0.35126050420168065,0.3169548074006673,0.33322704081632654,0.11394957983193277,0.10282074613284804,0.10809948979591837,MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--3
0.4498654104979812,0.39685366577619474,0.4217000473111497,0.1692462987886945,0.14930246363906205,0.15865005519634126,0.43943472409152085,0.38765212229148116,0.41192240971455607,0.164535666218035,0.14514692787177205,0.15423434789465384,0.3718034993270525,0.3279905016325319,0.34852546916890076,0.1386271870794078,0.12229148115167705,0.129947957735373,MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--3
0.4415954415954416,0.3993558776167472,0.4194148486385929,0.3084045584045584,0.2789049919484702,0.2929139184846947,0.42948717948717946,0.3884057971014493,0.4079147640791477,0.29772079772079774,0.2692431561996779,0.2827667850498901,0.3333333333333333,0.30144927536231886,0.3165905631659056,0.23433048433048434,0.21191626409017714,0.22256046000338237,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--5
0.4556873691556176,0.417786308381318,0.4359145527369826,0.28227494766224703,0.25879718490083176,0.27002670226969294,0.4459176552686671,0.4088291746641075,0.4265687583444593,0.27424982554082344,0.2514395393474088,0.2623497997329773,0.37787857641311934,0.34644913627639157,0.3614819759679573,0.2292393579902303,0.21017274472168906,0.21929238985313754,MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_10_Track10_wav
0.42452830188679247,0.4162330905306972,0.42033977465117633,0.24433962264150944,0.23956526766100128,0.24192889252145483,0.41474056603773585,0.40663660538790614,0.4106486076244965,0.23726415094339623,0.23262804948548965,0.2349232296106019,0.3553066037735849,0.3483639727136085,0.3518010391733318,0.2037735849056604,0.19979188345473464,0.20176309183256466,MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--4
0.3911532385466035,0.42324786324786323,0.40656814449917894,0.25223802001053186,0.2729344729344729,0.26217843459222767,0.3835703001579779,0.41504273504273503,0.3986863711001642,0.24655081621906266,0.2667806267806268,0.2562671045429666,0.3083728278041074,0.3336752136752137,0.32052545155993434,0.19589257503949448,0.21196581196581196,0.20361247947454844,MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--4
0.4339636578519722,0.3462807968878934,0.38519538421190663,0.23090559905451322,0.1842508546504774,0.20495672698662468,0.4188949623282612,0.33425674879170103,0.3718200891686336,0.2221155266656818,0.1772368265943652,0.19715447154471544,0.344068547791402,0.2745490981963928,0.3054025701547338,0.1811198109026444,0.14452434280325357,0.16076580120639916,MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_04_Track04_wav
0.38143712574850297,0.28649447442816756,0.32721802304248915,0.19657827202737382,0.1476484194294526,0.1686357965803185,0.360393498716852,0.2706887689539964,0.3091656270639172,0.1855431993156544,0.13936006168080184,0.1591692962500917,0.2772455089820359,0.20823695708044204,0.23783664783151098,0.1407185628742515,0.10569262400411206,0.12071622514126368,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--6
0.4269088844734601,0.3088929965085233,0.35843660629170637,0.20720976440533637,0.14992811665639763,0.17397521448999048,0.4112971898949759,0.2975970425138632,0.3453288846520496,0.19472040874254895,0.14089135346066956,0.163489037178265,0.31933011637808684,0.23105360443622922,0.26811248808388943,0.14646608004541584,0.1059765865680838,0.12297426120114395,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3
0.3974358974358974,0.38205570618683754,0.3895940681161241,0.18461538461538463,0.1774710377125955,0.18097272841523188,0.381025641025641,0.36628050283460684,0.3735076033681035,0.17794871794871794,0.17106236135075178,0.1744376021113485,0.3171794871794872,0.30490510229233425,0.31092120145783586,0.1458974358974359,0.1402514173034262,0.14301872565037074,MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--6
0.42591463414634145,0.33509234828496043,0.37508390387971535,0.2149390243902439,0.1691053010314224,0.18928715263793797,0.4115853658536585,0.32381866154953226,0.36246476037051956,0.2070121951219512,0.16286879347565364,0.18230634984561686,0.3204268292682927,0.2520988246581914,0.2821855282588267,0.16463414634146342,0.1295274646198129,0.1449859041482078,MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3
0.30431837425910246,0.3515258215962441,0.32622310973949353,0.09737510584250635,0.11248043818466354,0.10438413361169102,0.2919559695173582,0.33724569640062596,0.31297086321140055,0.09314140558848434,0.10758998435054773,0.09984569301987838,0.23878069432684165,0.27582159624413144,0.25596804937823364,0.07298899237933955,0.08431142410015649,0.07824271580285014,MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--7
0.27169811320754716,0.37676609105180536,0.31572023679017763,0.026037735849056602,0.03610675039246468,0.03025652269239202,0.24754716981132074,0.34327577184720043,0.2876562157421618,0.02339622641509434,0.032443746729461015,0.02718702039026529,0.1932075471698113,0.26792255363683937,0.22451216838412627,0.018867924528301886,0.026164311878597593,0.021925016443762334,MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--3
0.42393669634025716,0.35108125819134994,0.3840845953938525,0.2310583580613254,0.1913499344692005,0.20933775427905726,0.4100890207715134,0.3396133682830931,0.371538668339457,0.2211671612265084,0.18315858453473133,0.20037637781163187,0.31948565776458954,0.26458060288335516,0.2894524598978403,0.16933728981206725,0.1402359108781127,0.15341876512232278,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4
0.4349262277031491,0.3215041510662543,0.36971171845750656,0.20920502092050208,0.15464756633566662,0.177836016473231,0.4153270204800705,0.3070161159042813,0.353051291651067,0.19687293547676724,0.1455314992674589,0.16735305129165107,0.32019378991411585,0.23669216994953607,0.2721827031074504,0.14203919841444615,0.10499755819632102,0.12074129539498314,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4
0.43505903723887374,0.3747457361915193,0.40265635507733694,0.2125340599455041,0.18306994210608668,0.19670477471418965,0.41743869209809265,0.35956814270067283,0.38634835238735704,0.2025431425976385,0.17446409012674072,0.18745796906523202,0.3413260672116258,0.29400719762165545,0.3159045057162071,0.15985467756584923,0.13769363166953527,0.14794889038332212,MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav
0.3564493758668516,0.3704059572423733,0.3632936741665685,0.1183541377716135,0.12298822964208503,0.12062669336788785,0.34766527970411465,0.3612779245736248,0.35434091176817056,0.11604253351826167,0.12058611578188806,0.1182707032630463,0.3007397133610726,0.3125150132116262,0.3065143126398869,0.09523809523809523,0.09896709104011531,0.09706679231947225,MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3
0.418792624400101,0.4048840048840049,0.41172088403277873,0.20308158625915634,0.19633699633699633,0.19965234666004467,0.4109623642333923,0.3973137973137973,0.40402284579091136,0.19929275069461985,0.19267399267399268,0.1959274894462379,0.32659762566304623,0.31575091575091574,0.3210826918301465,0.15180601161909574,0.14676434676434677,0.14924261236652597,MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3
0.3277717976318622,0.2436,0.2794860027535567,0.15984930032292788,0.1188,0.13630105553005964,0.3065123789020452,0.2278,0.26135842129417164,0.14666307857911734,0.109,0.12505736576411197,0.2327771797631862,0.173,0.1984855438274438,0.11571582346609258,0.086,0.09866911427260211,MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV
0.36270022883295194,0.33158995815899583,0.34644808743169403,0.09687261632341723,0.08856345885634588,0.09253187613843351,0.35583524027459956,0.3253138075313807,0.33989071038251367,0.09458428680396644,0.08647140864714087,0.09034608378870675,0.2993897787948131,0.27370990237099024,0.2859744990892532,0.07665903890160183,0.0700836820083682,0.073224043715847,MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV
0.3767697197341809,0.4116161616161616,0.3934228390405793,0.17682750650101126,0.19318181818181818,0.18464323427364612,0.3650390060676105,0.39880050505050507,0.38117363101523616,0.17295579312337475,0.1889520202020202,0.1806003922160205,0.29921987864778965,0.3268939393939394,0.31244531603560116,0.13949725512857555,0.1523989898989899,0.14566299592698748,MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3
0.4057502826683896,0.5518453427065027,0.4676533556734617,0.21127443062510096,0.28734622144112476,0.24350740016755096,0.3991277661120982,0.5428383128295254,0.4600204784510844,0.20739783556775965,0.2820738137082601,0.23903937447640322,0.34275561298659346,0.46616871704745166,0.39504793819231127,0.17396220319819092,0.23659929701230228,0.2005026528902541,MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2
0.43855606758832566,0.49901682324666813,0.4668369954011241,0.24270353302611367,0.27616342582477604,0.25835462442514046,0.429531490015361,0.48874808826742405,0.457230454777721,0.23771121351766514,0.27048284902774744,0.25304036791006645,0.3584869431643625,0.40790911077124753,0.3816044966785897,0.19911674347158217,0.22656762071225695,0.21195707715891668,MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav
0.35935397039030953,0.4364782811770201,0.3941790572603606,0.13208998269563546,0.16043904717421764,0.14489085732363177,0.34877908094597193,0.423633815973844,0.3825793525255721,0.12997500480676794,0.15787015413358244,0.14257091637667407,0.3059027110171121,0.37155534796823914,0.3355478224190657,0.1147856181503557,0.13942083138720224,0.12590952230306865,MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3
0.3509625555320499,0.3913658881811748,0.3700646888244479,0.15591284112544954,0.173861759849021,0.16439884006245817,0.34313518087581973,0.38263741448454824,0.3618112870845416,0.15252803046329597,0.17008728473696627,0.16082980147222842,0.29849799026866936,0.3328615239443265,0.31474459067588667,0.13391157182145125,0.14932767162066526,0.14120008922596478,MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4
0.35495716034271724,0.5225225225225225,0.42274052478134105,0.12729498164014688,0.1873873873873874,0.15160349854227406,0.34516523867809057,0.5081081081081081,0.4110787172011662,0.12607099143206854,0.18558558558558558,0.15014577259475217,0.31211750305997554,0.4594594594594595,0.3717201166180758,0.11444308445532436,0.16846846846846847,0.13629737609329445,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1
0.36499032882011606,0.43781902552204177,0.3981012658227848,0.15841392649903288,0.1900232018561485,0.17278481012658226,0.3555125725338491,0.42645011600928073,0.3877637130801687,0.15725338491295937,0.18863109048723897,0.17151898734177212,0.3090909090909091,0.3707656612529002,0.3371308016877637,0.1367504835589942,0.16403712296983758,0.14915611814345991,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1
0.3843603744149766,0.44542372881355935,0.41264524233225164,0.1626365054602184,0.18847457627118644,0.17460483617711717,0.36953978159126366,0.42824858757062145,0.39673401025855753,0.15951638065522622,0.18485875706214688,0.17125510310897102,0.3166926677067083,0.36700564971751415,0.3399979064168325,0.13845553822152887,0.16045197740112993,0.1486444048989846,MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3
0.2765957446808511,0.4231642694928085,0.3345302214242969,0.0628401781296388,0.09613928841786526,0.07600239377618194,0.26917367639782286,0.4118092354277063,0.32555356074207065,0.06259277585353785,0.09576078728236184,0.07570317175344105,0.22761009401286492,0.34822104466313397,0.2752842609216038,0.05195447798119743,0.07948523845571537,0.0628366247755835,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2
0.23924800412052535,0.3539047619047619,0.28549477566072523,0.0836981715168684,0.12380952380952381,0.09987707437000615,0.23100695338655677,0.3417142857142857,0.27566072526121693,0.08266804017512233,0.12228571428571429,0.0986478180700676,0.19392222508369816,0.28685714285714287,0.23140749846342965,0.06876126706155035,0.10171428571428572,0.08205285802089736,MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav
0.3262765764128657,0.5059884458221784,0.3967298237861128,0.10448846083954207,0.16204029871776807,0.12705076506656354,0.3175540614210431,0.49246160349443424,0.38612384687620843,0.1032164274032346,0.16006763421163872,0.12550406010053583,0.2726694530256224,0.42285472734958435,0.33154725736065843,0.08795202616754498,0.13639566013808652,0.10694360050820306,MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2
0.29565686538980307,0.4638171815488785,0.3611202635914333,0.07337469652009711,0.11510791366906475,0.08962108731466228,0.28756406797949824,0.4511214557765552,0.35123558484349254,0.07175613703803614,0.11256876851460008,0.08764415156507413,0.25060695980577286,0.3931443080829454,0.30609555189456344,0.06312381980037766,0.09902666102412187,0.0771004942339374,MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2
0.2705469435507458,0.3899662731871838,0.3194612329476774,0.0739982451009067,0.1066610455311973,0.08737696425487827,0.26001754899093305,0.3747892074198988,0.30702814712484894,0.07078093009651945,0.10202360876897133,0.08357796580901398,0.21205030710734132,0.30564924114671166,0.2503885339319634,0.05674173735010237,0.081787521079258,0.06700051804524262,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2
0.376865671641791,0.4611872146118721,0.41478439425051333,0.12953091684434967,0.15851272015655576,0.1425638017013787,0.36007462686567165,0.4406392694063927,0.39630390143737165,0.12446695095948827,0.15231572080887149,0.13699031974185977,0.30357142857142855,0.3714938030006523,0.33411557641537104,0.10421108742004265,0.12752772341813437,0.1146963919037841,MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3
